Init Fwd Win Byts,Fwd IAT Tot,Fwd IAT Max,Dst Port,Fwd IAT Mean,Fwd Header Len,Flow IAT Max,Flow Duration,Fwd Pkts/s,TotLen Fwd Pkts,Subflow Fwd Byts,Fwd Pkt Len Mean,Fwd Seg Size Avg,Fwd Pkt Len Max,Flow IAT Mean,Flow Pkts/s,Pkt Len Max,Pkt Len Mean,Fwd IAT Min,Bwd Pkt Len Mean,Pkt Size Avg,Bwd Seg Size Avg,Bwd Pkt Len Max,TotLen Bwd Pkts,Subflow Bwd Byts,Pkt Len Var,Pkt Len Std,Flow IAT Min,Fwd Seg Size Min,Fwd Pkt Len Std,Label
2049,2254546,2254546,80,2254546.0,40,2254546,2254546,0.88709656,0,0,0.0,0.0,0,2254546.0,0.88709656,0,0.0,2254546,0.0,0.0,0.0,0,0,0,0.0,0.0,2254546,20,0.0,DDoS attacks-LOIC-HTTP
2049,35500000,35500000,80,35500000.0,40,35500000,35495800,0.056344694,0,0,0.0,0.0,0,35500000.0,0.056344694,0,0.0,35500000,0.0,0.0,0.0,0,0,0,0.0,0.0,35500000,20,0.0,DDoS attacks-LOIC-HTTP
8192,362,326,80,181.0,72,1774857,1775250,1.689902831,20,20,6.666666667,6.666666667,20,295875.0,3.943106605,964,123.0,36,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,4,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,5145556,5145556,80,5145556.0,40,5145556,5145556,0.388684916,0,0,0.0,0.0,0,5145556.0,0.388684916,0,0.0,5145556,0.0,0.0,0.0,0,0,0,0.0,0.0,5145556,20,0.0,DDoS attacks-LOIC-HTTP
8192,296,294,80,148.0,72,992143,992476,3.022743119,20,20,6.666666667,6.666666667,20,165412.6667,7.053067278,964,123.0,2,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,2,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,21700000,21700000,80,21700000.0,40,21700000,21713836,0.092107171,0,0,0.0,0.0,0,21700000.0,0.092107171,0,0.0,21700000,0.0,0.0,0.0,0,0,0,0.0,0.0,21700000,20,0.0,DDoS attacks-LOIC-HTTP
252,31600000,31600000,80,31600000.0,40,31600000,31551123,0.063389186,0,0,0.0,0.0,0,31600000.0,0.063389186,0,0.0,31600000,0.0,0.0,0.0,0,0,0,0.0,0.0,31600000,20,0.0,DDoS attacks-LOIC-HTTP
2049,22300000,22300000,80,22300000.0,40,22300000,22324449,0.089587877,0,0,0.0,0.0,0,22300000.0,0.089587877,0,0.0,22300000,0.0,0.0,0.0,0,0,0,0.0,0.0,22300000,20,0.0,DDoS attacks-LOIC-HTTP
8192,395,375,80,197.5,72,1704240,1704664,1.759877606,20,20,6.666666667,6.666666667,20,284110.6667,4.106381082,964,123.0,20,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,4,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,20600000,20600000,80,20600000.0,40,20600000,20579324,0.097184922,0,0,0.0,0.0,0,20600000.0,0.097184922,0,0.0,20600000,0.0,0.0,0.0,0,0,0,0.0,0.0,20600000,20,0.0,DDoS attacks-LOIC-HTTP
2049,24300000,24300000,80,24300000.0,40,24300000,24325764,0.082217356,0,0,0.0,0.0,0,24300000.0,0.082217356,0,0.0,24300000,0.0,0.0,0.0,0,0,0,0.0,0.0,24300000,20,0.0,DDoS attacks-LOIC-HTTP
8192,2269,1962,80,1134.5,72,1338443,1340744,2.237563621,20,20,6.666666667,6.666666667,20,223457.3333,5.220981783,964,123.0,307,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,4,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,413,411,80,206.5,72,1432867,1433309,2.093058789,20,20,6.666666667,6.666666667,20,238884.8333,4.883803841,964,123.0,2,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,2,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,551,550,80,275.5,72,1500875,1501467,1.998045911,20,20,6.666666667,6.666666667,20,250244.5,4.662107126,964,123.0,1,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,1,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,17100000,17100000,80,17100000.0,40,17100000,17138037,0.11669948,0,0,0.0,0.0,0,17100000.0,0.11669948,0,0.0,17100000,0.0,0.0,0.0,0,0,0,0.0,0.0,17100000,20,0.0,DDoS attacks-LOIC-HTTP
8192,351,306,80,175.5,72,1436160,1436555,2.088329371,20,20,6.666666667,6.666666667,20,239425.8333,4.872768533,964,123.0,45,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,6,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,9401582,9401582,80,9401582.0,40,9401582,9401582,0.212730155,0,0,0.0,0.0,0,9401582.0,0.212730155,0,0.0,9401582,0.0,0.0,0.0,0,0,0,0.0,0.0,9401582,20,0.0,DDoS attacks-LOIC-HTTP
8192,376,375,80,188.0,72,1319459,1319864,2.272961457,20,20,6.666666667,6.666666667,20,219977.3333,5.303576732,964,123.0,1,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,1,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,7847686,7847686,80,7847686.0,40,7847686,7847686,0.254852195,0,0,0.0,0.0,0,7847686.0,0.254852195,0,0.0,7847686,0.0,0.0,0.0,0,0,0,0.0,0.0,7847686,20,0.0,DDoS attacks-LOIC-HTTP
2049,22800000,22800000,80,22800000.0,40,22800000,22763427,0.087860233,0,0,0.0,0.0,0,22800000.0,0.087860233,0,0.0,22800000,0.0,0.0,0.0,0,0,0,0.0,0.0,22800000,20,0.0,DDoS attacks-LOIC-HTTP
2049,23500000,23500000,80,23500000.0,40,23500000,23467343,0.085224816,0,0,0.0,0.0,0,23500000.0,0.085224816,0,0.0,23500000,0.0,0.0,0.0,0,0,0,0.0,0.0,23500000,20,0.0,DDoS attacks-LOIC-HTTP
8192,316,313,80,158.0,72,1011888,1012234,2.963741585,20,20,6.666666667,6.666666667,20,168705.6667,6.915397033,964,123.0,3,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,3,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,339,330,80,169.5,72,1432868,1433242,2.093156634,20,20,6.666666667,6.666666667,20,238873.6667,4.884032145,964,123.0,9,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,6,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,8359221,8359221,80,8359221.0,40,8359221,8359221,0.239256744,0,0,0.0,0.0,0,8359221.0,0.239256744,0,0.0,8359221,0.0,0.0,0.0,0,0,0,0.0,0.0,8359221,20,0.0,DDoS attacks-LOIC-HTTP
2049,35700000,35700000,80,35700000.0,40,35700000,35737968,0.055962891,0,0,0.0,0.0,0,35700000.0,0.055962891,0,0.0,35700000,0.0,0.0,0.0,0,0,0,0.0,0.0,35700000,20,0.0,DDoS attacks-LOIC-HTTP
8192,365,363,80,182.5,72,812836,813227,3.689006882,20,20,6.666666667,6.666666667,20,135537.8333,8.607682726,964,123.0,2,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,2,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,25300000,25300000,80,25300000.0,40,25300000,25291107,0.07907918,0,0,0.0,0.0,0,25300000.0,0.07907918,0,0.0,25300000,0.0,0.0,0.0,0,0,0,0.0,0.0,25300000,20,0.0,DDoS attacks-LOIC-HTTP
8192,380,370,80,190.0,72,986815,987224,3.038824016,20,20,6.666666667,6.666666667,20,164537.3333,7.09058937,964,123.0,10,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,10,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,28600000,28600000,80,28600000.0,40,28600000,28632230,0.069851353,0,0,0.0,0.0,0,28600000.0,0.069851353,0,0.0,28600000,0.0,0.0,0.0,0,0,0,0.0,0.0,28600000,20,0.0,DDoS attacks-LOIC-HTTP
8192,1423,1155,80,711.5,72,1422581,1424036,2.106688314,20,20,6.666666667,6.666666667,20,237339.3333,4.915606066,964,123.0,268,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,10,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,19600000,19600000,80,19600000.0,40,19600000,19590615,0.1020897,0,0,0.0,0.0,0,19600000.0,0.1020897,0,0.0,19600000,0.0,0.0,0.0,0,0,0,0.0,0.0,19600000,20,0.0,DDoS attacks-LOIC-HTTP
2049,14600000,14600000,80,14600000.0,40,14600000,14552110,0.137437114,0,0,0.0,0.0,0,14600000.0,0.137437114,0,0.0,14600000,0.0,0.0,0.0,0,0,0,0.0,0.0,14600000,20,0.0,DDoS attacks-LOIC-HTTP
8192,309,282,80,154.5,72,1107847,1108198,2.707097468,20,20,6.666666667,6.666666667,20,184699.6667,6.316560759,964,123.0,27,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,12,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,9568149,9568149,80,9568149.0,40,9568149,9568149,0.209026845,0,0,0.0,0.0,0,9568149.0,0.209026845,0,0.0,9568149,0.0,0.0,0.0,0,0,0,0.0,0.0,9568149,20,0.0,DDoS attacks-LOIC-HTTP
8192,347,317,80,173.5,72,1278786,1279173,2.345265261,20,20,6.666666667,6.666666667,20,213195.5,5.47228561,964,123.0,30,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,7,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,14700000,14700000,80,14700000.0,40,14700000,14705943,0.135999439,0,0,0.0,0.0,0,14700000.0,0.135999439,0,0.0,14700000,0.0,0.0,0.0,0,0,0,0.0,0.0,14700000,20,0.0,DDoS attacks-LOIC-HTTP
8192,311,301,80,155.5,72,1373985,1374335,2.182873899,20,20,6.666666667,6.666666667,20,229055.8333,5.093372431,964,123.0,10,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,4,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,309,308,80,154.5,72,1428235,1428598,2.099960941,20,20,6.666666667,6.666666667,20,238099.6667,4.899908862,964,123.0,1,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,1,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,301,300,80,150.5,72,1551625,1551956,1.933044494,20,20,6.666666667,6.666666667,20,258659.3333,4.510437152,964,123.0,1,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,1,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,393,338,80,196.5,72,1635116,1635558,1.834236389,20,20,6.666666667,6.666666667,20,272593.0,4.279884908,964,123.0,55,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,4,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,9538611,9538611,80,9538611.0,40,9538611,9538611,0.209674134,0,0,0.0,0.0,0,9538611.0,0.209674134,0,0.0,9538611,0.0,0.0,0.0,0,0,0,0.0,0.0,9538611,20,0.0,DDoS attacks-LOIC-HTTP
2049,3980253,3980253,80,3980253.0,40,3980253,3980253,0.502480621,0,0,0.0,0.0,0,3980253.0,0.502480621,0,0.0,3980253,0.0,0.0,0.0,0,0,0,0.0,0.0,3980253,20,0.0,DDoS attacks-LOIC-HTTP
8192,1776,1342,80,888.0,72,1008431,1010257,2.969541414,20,20,6.666666667,6.666666667,20,168376.1667,6.928929965,964,123.0,434,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,2,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,319,303,80,159.5,72,1149148,1149503,2.60982355,20,20,6.666666667,6.666666667,20,191583.8333,6.089588283,964,123.0,16,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,7,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,497,449,80,248.5,72,988394,988948,3.033526535,20,20,6.666666667,6.666666667,20,164824.6667,7.078228582,964,123.0,48,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,10,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,318,315,80,159.0,72,1458162,1458515,2.056886628,20,20,6.666666667,6.666666667,20,243085.8333,4.799402132,964,123.0,3,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,3,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,452,396,80,226.0,72,945586,946066,3.171026123,20,20,6.666666667,6.666666667,20,157677.6667,7.399060953,964,123.0,56,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,6,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,1651,1379,80,825.5,72,702806,704494,4.258375515,20,20,6.666666667,6.666666667,20,117415.6667,9.936209535,964,123.0,272,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,6,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,34600000,34600000,80,34600000.0,40,34600000,34629313,0.057754539,0,0,0.0,0.0,0,34600000.0,0.057754539,0,0.0,34600000,0.0,0.0,0.0,0,0,0,0.0,0.0,34600000,20,0.0,DDoS attacks-LOIC-HTTP
8192,326,325,80,163.0,72,1272717,1273068,2.356511985,20,20,6.666666667,6.666666667,20,212178.0,5.498527966,964,123.0,1,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,1,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,408,302,80,204.0,72,1064544,1064997,2.816909343,20,20,6.666666667,6.666666667,20,177499.5,6.572788468,964,123.0,106,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,5,20,11.54700538,DDoS attacks-LOIC-HTTP
252,8683268,8683268,80,8683268.0,40,8683268,8683268,0.230328029,0,0,0.0,0.0,0,8683268.0,0.230328029,0,0.0,8683268,0.0,0.0,0.0,0,0,0,0.0,0.0,8683268,20,0.0,DDoS attacks-LOIC-HTTP
8192,354,312,80,177.0,72,1654116,1654499,1.813237723,20,20,6.666666667,6.666666667,20,275749.8333,4.230888021,964,123.0,42,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,5,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,275,274,80,137.5,72,1541846,1542148,1.94533858,20,20,6.666666667,6.666666667,20,257024.6667,4.539123353,964,123.0,1,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,1,20,11.54700538,DDoS attacks-LOIC-HTTP
8192,380,372,80,190.0,72,997780,998189,3.005442857,20,20,6.666666667,6.666666667,20,166364.8333,7.0127,964,123.0,8,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,5,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,19300000,19300000,80,19300000.0,40,19300000,19331741,0.103456797,0,0,0.0,0.0,0,19300000.0,0.103456797,0,0.0,19300000,0.0,0.0,0.0,0,0,0,0.0,0.0,19300000,20,0.0,DDoS attacks-LOIC-HTTP
8192,375,334,80,187.5,72,683012,683416,4.389712854,20,20,6.666666667,6.666666667,20,113902.6667,10.24266333,964,123.0,41,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,5,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,12500000,12500000,80,12500000.0,40,12500000,12499172,0.160010599,0,0,0.0,0.0,0,12500000.0,0.160010599,0,0.0,12500000,0.0,0.0,0.0,0,0,0,0.0,0.0,12500000,20,0.0,DDoS attacks-LOIC-HTTP
252,19600000,19600000,80,19600000.0,40,19600000,19615376,0.101960829,0,0,0.0,0.0,0,19600000.0,0.101960829,0,0.0,19600000,0.0,0.0,0.0,0,0,0,0.0,0.0,19600000,20,0.0,DDoS attacks-LOIC-HTTP
2049,41500000,41500000,80,41500000.0,40,41500000,41503123,0.048189145,0,0,0.0,0.0,0,41500000.0,0.048189145,0,0.0,41500000,0.0,0.0,0.0,0,0,0,0.0,0.0,41500000,20,0.0,DDoS attacks-LOIC-HTTP
2049,42400000,42400000,80,42400000.0,40,42400000,42441870,0.047123277,0,0,0.0,0.0,0,42400000.0,0.047123277,0,0.0,42400000,0.0,0.0,0.0,0,0,0,0.0,0.0,42400000,20,0.0,DDoS attacks-LOIC-HTTP
8192,320,319,80,160.0,72,1685838,1686186,1.779163153,20,20,6.666666667,6.666666667,20,281031.0,4.15138069,964,123.0,1,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,1,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,14900000,14900000,80,14900000.0,40,14900000,14927952,0.133976851,0,0,0.0,0.0,0,14900000.0,0.133976851,0,0.0,14900000,0.0,0.0,0.0,0,0,0,0.0,0.0,14900000,20,0.0,DDoS attacks-LOIC-HTTP
2049,27800000,27800000,80,27800000.0,40,27800000,27778813,0.071997317,0,0,0.0,0.0,0,27800000.0,0.071997317,0,0.0,27800000,0.0,0.0,0.0,0,0,0,0.0,0.0,27800000,20,0.0,DDoS attacks-LOIC-HTTP
8192,1572,1198,80,786.0,72,1606277,1607899,1.865788834,20,20,6.666666667,6.666666667,20,267983.1667,4.353507279,964,123.0,374,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,3,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,11000000,11000000,80,11000000.0,40,11000000,10963081,0.182430468,0,0,0.0,0.0,0,11000000.0,0.182430468,0,0.0,11000000,0.0,0.0,0.0,0,0,0,0.0,0.0,11000000,20,0.0,DDoS attacks-LOIC-HTTP
2049,6709069,6709069,80,6709069.0,40,6709069,6709069,0.298103955,0,0,0.0,0.0,0,6709069.0,0.298103955,0,0.0,6709069,0.0,0.0,0.0,0,0,0,0.0,0.0,6709069,20,0.0,DDoS attacks-LOIC-HTTP
